id,start_datetime,end_datetime,run_length,avg_cell_value,tags,Unnamed: 6
432,2013年8月4日,2013年8月4日,288,0.74609375,storm downpour,
433,2013年8月8日,2013年8月8日,288,1.264648438,downpour,
434,2013年8月9日,2013年8月9日,288,2.619140625,storm,
435,2013年8月13日,2013年8月13日,288,0.732421875,storm downpour,
436,2013年8月14日,2013年8月14日,288,1.252929688,storm downpour,
437,2013年8月19日,2013年8月19日,288,2.259765625,storm downpour,
438,2013年8月23日,2013年8月23日,288,1.848632813,hail storm,
439,2013年8月24日,2013年8月24日,288,1.931640625,rain storm,
440,2013年8月25日,2013年8月25日,288,2.1875,rain storm,
441,2013年8月26日,2013年8月26日,288,1.118164063,rain downpour,
442,2013年8月27日,2013年8月27日,288,1.453125,downpour,
443,2013年8月28日,2013年8月28日,288,0.533691406,downpour,
444,2013年9月1日,2013年9月1日,288,0.783691406,downpour,
445,2013年9月8日,2013年9月8日,288,0.583496094,downpour,
446,2013年9月9日,2013年9月9日,288,0.854003906,rain downpour,
447,2013年9月10日,2013年9月10日,117,3.23046875,rain storm,
448,2013年9月11日,2013年9月11日,81,0.76171875,rain,
449,2013年9月16日,2013年9月16日,288,0.927246094,storm downpour,
450,2013年9月17日,2013年9月17日,288,0.78515625,storm downpour snow,
451,2013年9月29日,2013年9月29日,288,2.083984375,rain,
452,2013年9月30日,2013年9月30日,288,1.590820313,rain,
453,2013年10月5日,2013年10月5日,288,1.026367188,rain,
454,2013年10月6日,2013年10月6日,288,1.008789063,rain,
455,2013年10月7日,2013年10月7日,137,1.5234375,rain,
456,2013年10月8日,2013年10月8日,288,0.62890625,rain,
457,2013年10月9日,2013年10月9日,31,0.922363281,rain,
458,2013年10月9日,2013年10月9日,137,0.992675781,rain,
459,2013年10月10日,2013年10月10日,288,2.869140625,rain storm snow,
460,2013年10月11日,2013年10月11日,69,4.1328125,rain snow,
461,2013年10月11日,2013年10月11日,73,1.556640625,rain snow,
462,2013年10月12日,2013年10月12日,288,1.680664063,rain snow,
463,2013年10月23日,2013年10月23日,198,4.9921875,rain snow,
464,2013年10月24日,2013年10月24日,288,0.647949219,rain,
465,2013年10月29日,2013年10月29日,288,3.072265625,rain downpour,
466,2013年10月30日,2013年10月30日,288,1.53515625,rain downpour snow,
467,2013年11月3日,2013年11月3日,288,1.45703125,downpour,
468,2013年11月4日,2013年11月4日,288,0.80859375,rain,
469,2013年11月6日,2013年11月6日,288,2.0703125,rain snow,
470,2013年11月9日,2013年11月9日,288,2.59375,rain storm downpour snow,
471,2013年11月10日,2013年11月10日,288,0.507324219,rain snow,
472,2013年11月14日,2013年11月14日,108,4.12109375,rain snow,
473,2013年11月15日,2013年11月15日,110,2.837890625,rain snow,
474,2013年11月15日,2013年11月15日,176,1.248046875,rain snow,
475,2013年11月19日,2013年11月19日,288,1.325195313,rain snow,
476,2013年11月20日,2013年11月20日,288,0.587402344,rain,
477,2013年11月21日,2013年11月21日,288,1.743164063,rain snow,
478,2013年11月22日,2013年11月22日,288,0.510253906,rain snow,
479,2013年11月23日,2013年11月23日,288,2.40234375,rain snow,
480,2013年11月24日,2013年11月24日,288,0.592773438,rain snow,
481,2013年12月25日,2013年12月25日,288,3.5390625,rain snow,
482,2013年12月26日,2013年12月26日,256,4.5703125,rain snow,
483,2014年1月17日,2014年1月17日,137,3.373046875,rain snow,
484,2014年1月17日,2014年1月17日,150,1.850585938,rain snow,
485,2014年1月18日,2014年1月18日,288,1.87109375,rain snow,
486,2014年1月19日,2014年1月19日,288,1.623046875,rain snow,
487,2014年1月20日,2014年1月20日,81,0.569335938,rain snow,
488,2014年1月26日,2014年1月26日,288,0.649414063,rain,
489,2014年1月27日,2014年1月27日,288,1.310546875,rain snow,
490,2014年1月31日,2014年1月31日,174,1.192382813,rain snow,
491,2014年2月1日,2014年2月1日,27,1.737304688,rain snow,
492,2014年2月1日,2014年2月1日,260,1.766601563,rain snow,
493,2014年2月2日,2014年2月2日,101,2.009765625,rain snow,
494,2014年2月2日,2014年2月2日,182,2.232421875,rain snow,
495,2014年2月3日,2014年2月3日,189,1.520507813,rain snow,
496,2014年2月7日,2014年2月7日,288,1.751953125,rain snow,
497,2014年2月8日,2014年2月8日,288,0.52734375,rain snow,
498,2014年2月9日,2014年2月9日,288,1.28125,rain downpour snow,
499,2014年2月10日,2014年2月10日,288,2.306640625,rain snow,
