DATETIME,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,WINDSPEED,POWER
23/4/2021 18:30:00,51,23.5,73,1004,8.7,42255
23/4/2021 18:45:00,48,23.3,74,1005,9.1,44475
23/4/2021 19:00:00,46,23,75,1005,9,47631
23/4/2021 19:15:00,44,22.8,76,1005,8.4,47908
23/4/2021 19:30:00,42,22.6,77,1005,7.6,43625
23/4/2021 19:45:00,40,22.4,78,1006,8.3,44622
23/4/2021 20:00:00,39,22.2,79,1006,7.9,42232
23/4/2021 20:15:00,37,22,81,1006,7.8,42301
23/4/2021 20:30:00,35,21.8,82,1006,7.9,40445
23/4/2021 20:45:00,34,21.7,83,1007,7.9,41836
23/4/2021 21:00:00,33,21.5,84,1007,7.8,42494
23/4/2021 21:15:00,32,21.4,84,1007,7.9,43360
23/4/2021 21:30:00,33,21.4,85,1007,8.5,45016
23/4/2021 21:45:00,33,21.4,85,1007,8.7,47802
23/4/2021 22:00:00,34,21.4,86,1007,8.4,45473
23/4/2021 22:15:00,34,21.4,86,1007,7.8,44153
23/4/2021 22:30:00,34,21.4,86,1007,7.5,39950
23/4/2021 22:45:00,34,21.4,87,1008,6.9,40251
23/4/2021 23:00:00,34,21.4,87,1008,8,41852
23/4/2021 23:15:00,33,21.4,87,1008,7.9,39334
23/4/2021 23:30:00,32,21.4,87,1008,7.8,40699
23/4/2021 23:45:00,30,21.4,88,1007,8.3,44871
24/4/2021 00:00:00,24,19.9,86,1007,8.1,44017
24/4/2021 00:15:00,24,19.9,86,1007,8.5,46942
24/4/2021 00:30:00,23,20,86,1007,9.1,48699
24/4/2021 00:45:00,22,20,85,1007,8,47115
24/4/2021 01:00:00,22,20.1,85,1007,8.5,44128
24/4/2021 01:15:00,22,20.1,85,1007,7.8,43918
24/4/2021 01:30:00,22,20.1,85,1007,8.6,45566
24/4/2021 01:45:00,23,20.2,84,1007,8.3,45212
24/4/2021 02:00:00,23,20.2,84,1007,7.8,40473
24/4/2021 02:15:00,24,20.2,84,1007,7.5,37916
24/4/2021 02:30:00,25,20.2,84,1007,7.7,40042
24/4/2021 02:45:00,27,20.1,84,1007,7.4,40447
24/4/2021 03:00:00,28,20.1,84,1007,7.5,39765
24/4/2021 03:15:00,28,20.1,84,1007,7.8,41318
24/4/2021 03:30:00,27,20,84,1007,6.5,37624
24/4/2021 03:45:00,27,19.9,85,1007,6.6,31614
24/4/2021 04:00:00,27,19.8,85,1007,7.5,36108
24/4/2021 04:15:00,27,19.8,85,1007,7.8,40954
24/4/2021 04:30:00,26,19.8,85,1007,8.2,43829
24/4/2021 04:45:00,26,19.9,86,1007,7.6,40808
24/4/2021 05:00:00,25,19.9,86,1007,6.9,37942
24/4/2021 05:15:00,26,19.9,86,1007,6.6,31877
24/4/2021 05:30:00,26,20,85,1007,6.2,26985
24/4/2021 05:45:00,26,20,85,1008,5.4,27368
24/4/2021 06:00:00,26,20.1,84,1008,4.6,23113
24/4/2021 06:15:00,27,20.2,84,1008,5.7,25173
24/4/2021 06:30:00,28,20.4,83,1008,5,27085
24/4/2021 06:45:00,28,20.6,82,1009,5.2,20200
24/4/2021 07:00:00,29,20.8,81,1009,5.8,26234
24/4/2021 07:15:00,30,21,80,1009,6,31858
24/4/2021 07:30:00,31,21.2,79,1009,6.4,33703
24/4/2021 07:45:00,32,21.4,78,1010,6.7,35124
24/4/2021 08:00:00,33,21.6,77,1010,7.5,34591
24/4/2021 08:15:00,34,21.9,75,1010,7.9,40353
24/4/2021 08:30:00,35,22.2,74,1010,8,40022
24/4/2021 08:45:00,37,22.5,72,1010,8.7,42484
24/4/2021 09:00:00,38,22.8,71,1010,8.2,42513
24/4/2021 09:15:00,38,23.1,69,1010,7.6,38955
24/4/2021 09:30:00,39,23.4,68,1010,7.1,34725
24/4/2021 09:45:00,41,23.7,66,1010,7.3,29410
24/4/2021 10:00:00,42,24,65,1010,7.3,28420
24/4/2021 10:15:00,43,24.3,63,1010,7.7,34317
24/4/2021 10:30:00,43,24.6,62,1010,7.4,29989
24/4/2021 10:45:00,44,24.9,61,1010,6.5,22686
24/4/2021 11:00:00,44,25.2,60,1010,5.9,21996
24/4/2021 11:15:00,45,25.6,58,1010,5.8,12528
24/4/2021 11:30:00,46,25.9,57,1010,5.5,13717
24/4/2021 11:45:00,48,26.3,55,1009,5.9,12440
24/4/2021 12:00:00,49,26.6,54,1009,5.3,11818
24/4/2021 12:15:00,51,26.8,53,1009,5.2,12336
24/4/2021 12:30:00,52,26.9,52,1009,4,9122
24/4/2021 12:45:00,53,27,52,1008,4.8,7925
24/4/2021 13:00:00,54,27.1,51,1008,4.8,6558
24/4/2021 13:15:00,54,27.1,51,1008,5,8735
24/4/2021 13:30:00,55,27.2,51,1008,5.2,13758
24/4/2021 13:45:00,55,27.2,50,1007,5,13007
24/4/2021 14:00:00,55,27.3,50,1007,4.9,10586
24/4/2021 14:15:00,56,27.2,50,1007,5.3,11664
24/4/2021 14:30:00,57,27.1,51,1007,5.3,10640
24/4/2021 14:45:00,59,26.9,51,1007,5.6,15428
24/4/2021 15:00:00,60,26.8,52,1007,5.4,18065
24/4/2021 15:15:00,60,26.6,52,1007,5.2,14241
24/4/2021 15:30:00,61,26.3,53,1007,5.8,12525
24/4/2021 15:45:00,63,26,54,1006,5.4,9757
24/4/2021 16:00:00,64,25.7,55,1006,6.4,11420
24/4/2021 16:15:00,64,25.3,56,1006,6.4,14303
24/4/2021 16:30:00,63,24.9,57,1006,6.6,14899
24/4/2021 16:45:00,62,24.5,58,1007,6.4,19748
24/4/2021 17:00:00,62,24.1,59,1007,7.1,24723
24/4/2021 17:15:00,60,23.7,61,1007,7.1,27344
24/4/2021 17:30:00,57,23.2,62,1007,8.2,34262
24/4/2021 17:45:00,53,22.8,64,1007,8.5,32806
24/4/2021 18:00:00,50,22.3,65,1007,8.1,31424
24/4/2021 18:15:00,48,22,67,1007,7.9,31802
24/4/2021 18:30:00,46,21.7,68,1007,8.4,36232
24/4/2021 18:45:00,45,21.4,69,1008,8,40688
24/4/2021 19:00:00,43,21.1,70,1008,7.8,37831
24/4/2021 19:15:00,42,20.8,71,1008,8.2,37866
24/4/2021 19:30:00,41,20.6,72,1008,7.6,42658
24/4/2021 19:45:00,40,20.4,73,1009,8.5,41373
24/4/2021 20:00:00,39,20.2,74,1009,8.2,44667
24/4/2021 20:15:00,37,20,75,1009,8,42966
24/4/2021 20:30:00,36,19.9,76,1009,7.7,43912
24/4/2021 20:45:00,35,19.7,78,1010,7.6,40478
24/4/2021 21:00:00,33,19.6,79,1010,8.1,40524
24/4/2021 21:15:00,32,19.5,80,1010,7.1,34683
24/4/2021 21:30:00,31,19.5,81,1010,6.5,31529
24/4/2021 21:45:00,30,19.4,81,1010,7.4,33132
24/4/2021 22:00:00,30,19.4,82,1010,7.9,42607
24/4/2021 22:15:00,29,19.4,82,1010,7.6,41240
24/4/2021 22:30:00,28,19.3,83,1010,7.5,37409
24/4/2021 22:45:00,27,19.2,83,1010,8.4,43777
24/4/2021 23:00:00,26,19.1,84,1010,8.4,49243
24/4/2021 23:15:00,26,19.1,84,1010,8.2,44963
24/4/2021 23:30:00,25,19,84,1010,8.1,44965
24/4/2021 23:45:00,25,18.9,85,1009,8.4,46819
25/4/2021 00:00:00,29,19.4,83,1009,8.4,42228
25/4/2021 00:15:00,29,19.4,83,1009,7.9,44846
25/4/2021 00:30:00,28,19.4,83,1009,7.7,37299
25/4/2021 00:45:00,27,19.4,84,1009,7.9,42904
25/4/2021 01:00:00,26,19.4,84,1009,8.1,44330
25/4/2021 01:15:00,25,19.4,84,1009,8,43609
25/4/2021 01:30:00,25,19.4,84,1009,8.8,47353
25/4/2021 01:45:00,25,19.5,84,1008,9.4,49190
25/4/2021 02:00:00,25,19.5,84,1008,9.3,52542
25/4/2021 02:15:00,25,19.5,84,1008,10,60304
25/4/2021 02:30:00,26,19.5,84,1008,8.1,49515
25/4/2021 02:45:00,26,19.5,84,1008,6.8,38946
25/4/2021 03:00:00,27,19.5,84,1008,7.1,38231
25/4/2021 03:15:00,28,19.5,84,1008,8.2,40600
25/4/2021 03:30:00,29,19.4,85,1008,10.1,50468
25/4/2021 03:45:00,30,19.3,85,1008,8.6,52847
25/4/2021 04:00:00,31,19.2,86,1008,9,51569
25/4/2021 04:15:00,31,19.2,86,1008,9.2,54065
25/4/2021 04:30:00,31,19.1,87,1008,10.5,54644
25/4/2021 04:45:00,31,19,87,1008,10.5,60137
25/4/2021 05:00:00,31,18.9,88,1008,11.2,66139
25/4/2021 05:15:00,30,18.9,88,1008,10.8,64854
25/4/2021 05:30:00,30,18.8,89,1008,11.1,65536
25/4/2021 05:45:00,30,18.8,89,1009,10.8,62452
25/4/2021 06:00:00,29,18.7,90,1009,10.6,61533
25/4/2021 06:15:00,29,18.6,91,1009,10.3,57820
25/4/2021 06:30:00,28,18.5,92,1009,9.5,59181
25/4/2021 06:45:00,27,18.4,94,1010,10.3,58460
25/4/2021 07:00:00,26,18.3,95,1010,9.4,60029
25/4/2021 07:15:00,26,18.2,96,1010,9.8,54046
25/4/2021 07:30:00,27,18.2,96,1010,9.6,57390
25/4/2021 07:45:00,27,18.2,95,1011,10,55233
25/4/2021 08:00:00,28,18.2,95,1011,9.5,56930
25/4/2021 08:15:00,28,18.2,95,1011,8.9,52300
25/4/2021 08:30:00,27,18.3,95,1011,8.4,51017
25/4/2021 08:45:00,26,18.4,94,1011,7.7,49658
25/4/2021 09:00:00,25,18.5,94,1011,8,45158
25/4/2021 09:15:00,26,18.6,94,1011,7.8,43293
25/4/2021 09:30:00,28,18.7,94,1011,8.2,46438
25/4/2021 09:45:00,29,18.8,95,1012,9.1,51614
25/4/2021 10:00:00,31,18.9,95,1012,8.6,55005
25/4/2021 10:15:00,31,19.1,94,1012,8.5,51584
25/4/2021 10:30:00,29,19.3,92,1012,8.6,52102
25/4/2021 10:45:00,28,19.5,91,1012,8.2,47269
25/4/2021 11:00:00,26,19.7,89,1012,8.1,46093
25/4/2021 11:15:00,26,19.9,87,1012,7.1,35489
25/4/2021 11:30:00,28,20,86,1012,7.8,39964
25/4/2021 11:45:00,30,20.2,85,1011,7.6,34808
25/4/2021 12:00:00,32,20.3,84,1011,7.9,40520
25/4/2021 12:15:00,34,20.4,83,1011,7.4,31460
25/4/2021 12:30:00,36,20.4,83,1011,8,34139
25/4/2021 12:45:00,38,20.3,84,1011,8,41553
25/4/2021 13:00:00,40,20.3,84,1011,7.8,44419
25/4/2021 13:15:00,41,20.3,84,1011,8.4,45438
25/4/2021 13:30:00,40,20.2,84,1011,8.8,44425
25/4/2021 13:45:00,39,20.2,85,1010,9,54910
25/4/2021 14:00:00,37,20.1,85,1010,9.3,55558
25/4/2021 14:15:00,36,20.2,84,1010,9.3,56838
25/4/2021 14:30:00,36,20.3,83,1010,9.5,54224
25/4/2021 14:45:00,35,20.4,82,1010,9.3,53003
25/4/2021 15:00:00,35,20.5,81,1010,9.5,50920
25/4/2021 15:15:00,35,20.5,80,1010,9.2,53789
25/4/2021 15:30:00,36,20.5,79,1010,9.6,53200
25/4/2021 15:45:00,36,20.5,79,1010,8.8,51707
25/4/2021 16:00:00,37,20.5,78,1010,9,50742
25/4/2021 16:15:00,37,20.4,79,1010,10.1,55684
25/4/2021 16:30:00,36,20.3,80,1010,10.1,57533
25/4/2021 16:45:00,35,20.1,81,1010,10.7,59268
25/4/2021 17:00:00,34,20,82,1010,10.6,60665
25/4/2021 17:15:00,33,19.8,82,1010,10.8,59825
25/4/2021 17:30:00,33,19.7,82,1010,11.3,60580
25/4/2021 17:45:00,32,19.6,83,1011,11.5,62826
25/4/2021 18:00:00,32,19.5,83,1011,10.7,57825
25/4/2021 18:15:00,31,19.4,83,1011,10,58960
25/4/2021 18:30:00,31,19.3,82,1011,9.5,54932
25/4/2021 18:45:00,32,19.2,82,1012,9.3,53236
25/4/2021 19:00:00,32,19.1,81,1012,9.3,56098
25/4/2021 19:15:00,31,19,81,1012,10.1,54705
25/4/2021 19:30:00,31,18.9,81,1012,8.9,54265
25/4/2021 19:45:00,29,18.9,80,1012,8.8,51625
25/4/2021 20:00:00,29,18.8,80,1012,8.8,47875
25/4/2021 20:15:00,28,18.8,80,1012,8.9,51413
25/4/2021 20:30:00,28,18.8,80,1012,9,50494
25/4/2021 20:45:00,28,18.7,79,1013,9.4,52021
25/4/2021 21:00:00,28,18.7,79,1013,9.8,52288
25/4/2021 21:15:00,28,18.7,79,1013,9.9,56514
25/4/2021 21:30:00,28,18.6,79,1013,9.4,54626
25/4/2021 21:45:00,28,18.5,80,1013,9.3,58093
25/4/2021 22:00:00,27,18.4,80,1013,9.9,51816
25/4/2021 22:15:00,27,18.3,80,1013,9.7,56544
25/4/2021 22:30:00,26,18.2,81,1013,9.7,55524
25/4/2021 22:45:00,26,18.1,81,1013,8.7,50035
25/4/2021 23:00:00,25,18,82,1013,8.8,51484
25/4/2021 23:15:00,25,17.9,82,1013,9.5,51226
25/4/2021 23:30:00,25,17.8,82,1013,9.4,51008
25/4/2021 23:45:00,25,17.8,83,1012,9.3,52801
26/4/2021 00:00:00,22,18.1,80,1012,9.9,55742
26/4/2021 00:15:00,22,18.1,80,1012,9.5,56868
26/4/2021 00:30:00,22,18.1,80,1012,9.6,56492
26/4/2021 00:45:00,21,18,79,1012,8.5,50902
26/4/2021 01:00:00,21,18,79,1012,8.8,47481
26/4/2021 01:15:00,21,18,79,1012,8.4,47123
26/4/2021 01:30:00,21,18,79,1012,8.5,47682
26/4/2021 01:45:00,21,17.9,78,1011,8.3,46662
26/4/2021 02:00:00,20,17.9,78,1011,8.7,44399
26/4/2021 02:15:00,20,17.9,78,1011,8.1,51181
26/4/2021 02:30:00,20,17.9,78,1011,8.5,47701
26/4/2021 02:45:00,19,17.8,78,1011,9.1,47265
26/4/2021 03:00:00,18,17.8,78,1011,9.1,50991
26/4/2021 03:15:00,19,17.8,78,1011,8.3,47370
26/4/2021 03:30:00,20,17.7,78,1011,9,51373
26/4/2021 03:45:00,20,17.7,78,1012,9.7,54634
26/4/2021 04:00:00,21,17.6,78,1012,10.1,52283
26/4/2021 04:15:00,22,17.6,78,1012,8.8,53487
26/4/2021 04:30:00,21,17.5,79,1012,9.1,52113
26/4/2021 04:45:00,21,17.5,79,1012,9.4,53770
26/4/2021 05:00:00,21,17.4,80,1012,10.3,55763
26/4/2021 05:15:00,21,17.4,80,1012,10.8,59243
26/4/2021 05:30:00,23,17.5,80,1012,10.4,60956
26/4/2021 05:45:00,23,17.6,81,1013,10.4,56978
26/4/2021 06:00:00,25,17.7,81,1013,10,57226
26/4/2021 06:15:00,25,17.8,81,1013,8.7,47619
26/4/2021 06:30:00,25,18,80,1013,8.5,46106
26/4/2021 06:45:00,25,18.3,80,1013,8.7,49071
26/4/2021 07:00:00,24,18.5,79,1013,8.9,47097
26/4/2021 07:15:00,25,18.8,78,1013,9.2,48370
26/4/2021 07:30:00,28,19.2,76,1013,8.8,50255
26/4/2021 07:45:00,31,19.6,75,1014,8.5,45272
26/4/2021 08:00:00,34,20,73,1014,8.9,49321
26/4/2021 08:15:00,35,20.4,71,1014,9.1,50490
26/4/2021 08:30:00,37,20.7,70,1014,8.6,47377
26/4/2021 08:45:00,37,21,69,1014,7.9,47887
26/4/2021 09:00:00,38,21.3,68,1014,8.5,41787
26/4/2021 09:15:00,40,21.7,66,1014,8.3,45024
26/4/2021 09:30:00,41,22,65,1014,8.6,45269
26/4/2021 09:45:00,42,22.3,64,1014,9,46055
26/4/2021 10:00:00,43,22.6,63,1014,8.9,49965
26/4/2021 10:15:00,44,22.8,62,1014,8.6,49853
26/4/2021 10:30:00,45,23,61,1014,7.7,43785
26/4/2021 10:45:00,45,23.3,60,1013,6.9,38173
26/4/2021 11:00:00,45,23.5,59,1013,6.5,35575
26/4/2021 11:15:00,46,23.7,59,1013,6,38226
26/4/2021 11:30:00,46,23.8,58,1013,7.3,38460
26/4/2021 11:45:00,46,23.9,58,1012,8.2,39765
26/4/2021 12:00:00,46,24,57,1012,8.2,44640
26/4/2021 12:15:00,47,24.1,57,1012,8.5,49369
26/4/2021 12:30:00,47,24.3,56,1012,9.3,46426
26/4/2021 12:45:00,47,24.5,55,1012,8.4,47163
26/4/2021 13:00:00,48,24.7,54,1012,8.2,49986
26/4/2021 13:15:00,48,24.8,54,1012,8.8,47507
26/4/2021 13:30:00,48,24.8,54,1012,8.5,48267
26/4/2021 13:45:00,48,24.8,53,1011,9.7,47234
26/4/2021 14:00:00,48,24.8,53,1011,8.1,47264
26/4/2021 14:15:00,47,24.8,53,1011,9,47444
26/4/2021 14:30:00,47,24.7,53,1011,8.3,46571
26/4/2021 14:45:00,47,24.7,53,1011,7.7,38268
26/4/2021 15:00:00,46,24.6,53,1011,8.7,47890
26/4/2021 15:15:00,46,24.5,54,1011,9,49591
26/4/2021 15:30:00,46,24.2,55,1011,9.1,48602
26/4/2021 15:45:00,45,23.9,56,1011,7.7,47204
26/4/2021 16:00:00,45,23.6,57,1011,7.8,36423
26/4/2021 16:15:00,44,23.4,58,1011,7.9,43129
26/4/2021 16:30:00,44,23.1,59,1011,7.5,42049
26/4/2021 16:45:00,43,22.9,60,1011,7.7,38891
26/4/2021 17:00:00,42,22.6,61,1011,7.8,42262
26/4/2021 17:15:00,41,22.3,62,1011,6.9,37640
26/4/2021 17:30:00,41,22,63,1011,6.9,40283
26/4/2021 17:45:00,41,21.6,65,1011,7.2,38570
26/4/2021 18:00:00,40,21.3,66,1011,7.4,37267
26/4/2021 18:15:00,39,21,68,1011,7,38088
26/4/2021 18:30:00,38,20.7,70,1011,7.8,40921
26/4/2021 18:45:00,38,20.4,71,1012,7.6,38562
26/4/2021 19:00:00,38,20.1,73,1012,7.3,40618
26/4/2021 19:15:00,37,19.8,75,1012,8.3,45160
26/4/2021 19:30:00,35,19.6,76,1012,8.1,47377
26/4/2021 19:45:00,35,19.5,77,1012,8.1,46752
26/4/2021 20:00:00,34,19.3,78,1012,8,40960
26/4/2021 20:15:00,33,19.2,78,1012,8.5,45728
26/4/2021 20:30:00,32,19.1,79,1012,8.3,43503
26/4/2021 20:45:00,29,19,79,1013,7.9,44504
26/4/2021 21:00:00,28,18.9,80,1013,8,44833
26/4/2021 21:15:00,27,18.9,80,1013,7.6,43396
26/4/2021 21:30:00,25,18.8,81,1013,7.9,36484
26/4/2021 21:45:00,24,18.7,82,1013,7.4,35662
26/4/2021 22:00:00,22,18.6,83,1013,7,33134
26/4/2021 22:15:00,21,18.6,83,1013,7.1,28841
26/4/2021 22:30:00,20,18.5,83,1013,7.3,33988
26/4/2021 22:45:00,18,18.5,84,1013,7,32878
26/4/2021 23:00:00,17,18.4,84,1013,6.8,27964
26/4/2021 23:15:00,16,18.4,84,1013,6.8,28040
26/4/2021 23:30:00,15,18.4,84,1013,7.5,35037
26/4/2021 23:45:00,13,18.3,85,1013,7.5,36855
27/4/2021 00:00:00,11,18.3,78,1013,7.2,31073
27/4/2021 00:15:00,10,18.3,78,1013,7.4,31821
27/4/2021 00:30:00,9,18.3,78,1013,6.8,33951
27/4/2021 00:45:00,9,18.4,77,1012,5.8,25190
27/4/2021 01:00:00,8,18.4,77,1012,5.2,18617
27/4/2021 01:15:00,7,18.4,77,1012,3.9,16874
27/4/2021 01:30:00,7,18.4,77,1012,3.3,6588
27/4/2021 01:45:00,6,18.4,77,1012,3.7,7515
27/4/2021 02:00:00,6,18.4,77,1012,4.2,9100
27/4/2021 02:15:00,6,18.4,77,1012,4.4,15122
27/4/2021 02:30:00,7,18.3,77,1012,3.8,14436
27/4/2021 02:45:00,6,18.3,78,1012,3.2,11499
27/4/2021 03:00:00,6,18.2,78,1012,3.7,9617
27/4/2021 03:15:00,5,18.2,78,1012,3.7,7583
27/4/2021 03:30:00,3,18.2,78,1012,4.2,11921
27/4/2021 03:45:00,1,18.2,78,1012,5.1,16963
27/4/2021 04:00:00,0,18.2,78,1012,5.4,19231
27/4/2021 04:15:00,358,18.2,78,1012,4.7,19060
27/4/2021 04:30:00,357,18.1,79,1012,5.3,16566
27/4/2021 04:45:00,354,18.1,79,1012,3.6,11760
27/4/2021 05:00:00,353,18,80,1012,4,8003
27/4/2021 05:15:00,353,18.1,80,1012,4.7,11152
27/4/2021 05:30:00,354,18.2,80,1012,4.9,16948
27/4/2021 05:45:00,356,18.3,79,1012,3.8,13741
27/4/2021 06:00:00,358,18.4,79,1012,3.7,9960
27/4/2021 06:15:00,359,18.8,78,1012,2.8,4203
27/4/2021 06:30:00,0,19.3,76,1012,2.9,3560
27/4/2021 06:45:00,0,19.9,74,1013,3.6,2550
27/4/2021 07:00:00,1,20.4,72,1013,3.6,7546
27/4/2021 07:15:00,3,20.9,71,1013,4,4760
27/4/2021 07:30:00,5,21.2,70,1013,2.7,6280
27/4/2021 07:45:00,7,21.5,70,1013,1.7,558
27/4/2021 08:00:00,9,21.8,69,1013,1.5,156
27/4/2021 08:15:00,12,22.1,69,1013,1.5,-157
27/4/2021 08:30:00,13,22.3,69,1013,1.1,-198
27/4/2021 08:45:00,15,22.4,68,1013,1.2,-426
27/4/2021 09:00:00,16,22.6,68,1013,1.6,-314
27/4/2021 09:15:00,17,22.8,68,1013,1.6,-291
27/4/2021 09:30:00,18,22.9,67,1013,1.2,-398
27/4/2021 09:45:00,20,23,67,1013,1,-409
27/4/2021 10:00:00,21,23.1,66,1013,1.1,-337
27/4/2021 10:15:00,22,23.5,65,1013,1.5,-387
27/4/2021 10:30:00,24,24,63,1013,2.1,-299
27/4/2021 10:45:00,27,24.5,61,1013,2.1,-383
27/4/2021 11:00:00,30,25,59,1013,1.9,-356
27/4/2021 11:15:00,32,25.3,58,1013,2.2,-514
27/4/2021 11:30:00,33,25.3,58,1013,2,-406
27/4/2021 11:45:00,32,25.3,57,1012,2.2,-385
27/4/2021 12:00:00,33,25.3,57,1012,2.6,-119
27/4/2021 12:15:00,33,25.4,57,1012,2.9,666
27/4/2021 12:30:00,31,25.5,56,1012,3,2792
27/4/2021 12:45:00,30,25.7,56,1011,1.9,10
27/4/2021 13:00:00,27,25.8,55,1011,1.5,-86
27/4/2021 13:15:00,26,25.9,55,1011,1.5,-347
27/4/2021 13:30:00,27,25.8,56,1011,1.4,-501
27/4/2021 13:45:00,26,25.7,56,1011,1.2,-488
27/4/2021 14:00:00,27,25.6,57,1011,1,-304
27/4/2021 14:15:00,29,25.5,57,1011,0.8,-88
27/4/2021 14:30:00,32,25.5,57,1011,0.7,409
27/4/2021 14:45:00,35,25.5,57,1010,1.2,-172
27/4/2021 15:00:00,38,25.5,57,1010,1.5,-379
27/4/2021 15:15:00,44,25.4,58,1010,1.4,-432
27/4/2021 15:30:00,51,25.1,59,1010,1.2,-315
27/4/2021 15:45:00,55,24.9,60,1010,1.5,-338
27/4/2021 16:00:00,63,24.6,61,1010,1.5,-414
27/4/2021 16:15:00,67,24.4,63,1010,1.9,-279
27/4/2021 16:30:00,69,24.1,64,1010,1.8,-350
27/4/2021 16:45:00,70,23.9,66,1010,1.5,-390
27/4/2021 17:00:00,72,23.6,67,1010,1.8,-362
27/4/2021 17:15:00,76,23.3,69,1010,2,-326
27/4/2021 17:30:00,82,23,71,1010,2.2,-331
27/4/2021 17:45:00,87,22.6,74,1011,2.1,-310
27/4/2021 18:00:00,93,22.3,76,1011,2.4,-477
27/4/2021 18:15:00,102,22,78,1011,2.5,-296
27/4/2021 18:30:00,114,21.7,80,1011,2.6,-363
27/4/2021 18:45:00,131,21.5,81,1011,3.1,65
27/4/2021 19:00:00,151,21.2,83,1011,2.3,-5
27/4/2021 19:15:00,169,21,85,1011,1.6,-473
27/4/2021 19:30:00,186,20.9,86,1011,2.4,-513
27/4/2021 19:45:00,200,20.8,87,1012,1.6,-324
27/4/2021 20:00:00,212,20.7,88,1012,1.6,-373
27/4/2021 20:15:00,219,20.6,90,1012,1.7,-402
27/4/2021 20:30:00,225,20.5,91,1012,2,-317
27/4/2021 20:45:00,230,20.4,92,1012,1.9,-497
27/4/2021 21:00:00,235,20.3,93,1012,1.9,-437
27/4/2021 21:15:00,236,20.1,93,1012,2.1,-460
27/4/2021 21:30:00,235,20,94,1012,1.6,-442
27/4/2021 21:45:00,235,19.9,94,1013,1.8,-502
27/4/2021 22:00:00,234,19.8,95,1013,1.8,-429
27/4/2021 22:15:00,234,19.7,95,1013,1.6,-364
27/4/2021 22:30:00,235,19.7,95,1013,1.6,-311
27/4/2021 22:45:00,238,19.6,96,1013,1.3,-428
27/4/2021 23:00:00,239,19.6,96,1013,1.6,-415
27/4/2021 23:15:00,242,19.6,96,1013,1.8,-449
27/4/2021 23:30:00,245,19.6,96,1013,1.2,-392
27/4/2021 23:45:00,252,19.5,96,1013,1.2,-428
28/4/2021 00:00:00,45,19.1,96,1013,1.1,-255
28/4/2021 00:15:00,56,19,96,1013,1.1,-324
28/4/2021 00:30:00,79,19.1,96,1013,0.9,-431
28/4/2021 00:45:00,82,19.2,95,1012,0.7,-377
28/4/2021 01:00:00,90,19.3,95,1012,0.6,-350
28/4/2021 01:15:00,90,19.3,95,1012,0.6,-339
28/4/2021 01:30:00,90,19.2,95,1012,0.6,-370
28/4/2021 01:45:00,90,19.2,96,1012,0.5,-445
28/4/2021 02:00:00,90,19.1,96,1012,0.5,-366
28/4/2021 02:15:00,90,19.1,96,1012,0.6,-422
28/4/2021 02:30:00,90,19,97,1012,0.7,-402
28/4/2021 02:45:00,90,19,97,1012,1.2,-380
28/4/2021 03:00:00,83,18.9,98,1012,1.3,-346
28/4/2021 03:15:00,83,18.9,98,1012,1.6,-286
28/4/2021 03:30:00,84,18.9,98,1012,1.3,-418
28/4/2021 03:45:00,84,18.8,98,1012,1.7,-414
28/4/2021 04:00:00,85,18.8,98,1012,0.7,-417
28/4/2021 04:15:00,85,18.8,98,1012,1.6,-431
28/4/2021 04:30:00,81,18.8,98,1012,0.9,-241
28/4/2021 04:45:00,81,18.7,99,1012,0.7,-252
28/4/2021 05:00:00,77,18.7,99,1012,0.8,-346
28/4/2021 05:15:00,77,18.7,99,1012,0.9,-326
28/4/2021 05:30:00,73,18.7,99,1012,0.9,-420
28/4/2021 05:45:00,73,18.7,99,1012,1.2,-328
28/4/2021 06:00:00,69,18.7,99,1012,1.7,-359
28/4/2021 06:15:00,69,18.7,99,1012,1.7,-370
28/4/2021 06:30:00,72,18.8,99,1012,1.5,-266
28/4/2021 06:45:00,72,18.8,98,1013,2.3,-284
28/4/2021 07:00:00,75,18.9,98,1013,2,-357
28/4/2021 07:15:00,70,19,98,1013,2.8,-294
28/4/2021 07:30:00,63,19.1,98,1013,2.8,-434
28/4/2021 07:45:00,52,19.2,97,1013,3.6,81
28/4/2021 08:00:00,45,19.3,97,1013,3.1,226
28/4/2021 08:15:00,45,19.3,97,1013,2.9,192
28/4/2021 08:30:00,51,19.4,97,1013,3.3,305
28/4/2021 08:45:00,58,19.4,96,1013,2.8,463
28/4/2021 09:00:00,63,19.5,96,1013,2.4,-422
28/4/2021 09:15:00,63,19.6,96,1013,2.4,-569
28/4/2021 09:30:00,67,19.8,95,1013,3.4,467
28/4/2021 09:45:00,70,20,94,1013,3.5,802
28/4/2021 10:00:00,75,20.2,93,1013,3,1282
28/4/2021 10:15:00,81,20.3,92,1013,2.7,384
28/4/2021 10:30:00,82,20.3,93,1013,2.9,714
28/4/2021 10:45:00,83,20.2,94,1013,2.8,321
28/4/2021 11:00:00,84,20.2,95,1013,3.2,274
28/4/2021 11:15:00,87,20.3,94,1013,2.9,642
28/4/2021 11:30:00,90,20.4,93,1013,2.8,204
28/4/2021 11:45:00,93,20.6,91,1012,3.1,325
28/4/2021 12:00:00,97,20.7,90,1012,2.9,455
28/4/2021 12:15:00,100,20.8,89,1012,3.4,579
